traffic_density,horn_events_per_min,avg_speed,signal_wait_time,road_quality_score,stress_index,driver_experience_encoded,weather_Foggy,weather_Hot,weather_Rainy,congestion_score,horn_density
89,17.61,31.5,45.59,6.91,68.87,0.0,1,0,0,40.5751,0.19566666666666666
34,3.27,57.26,15.06,6.81,26.82,2.0,0,0,0,5.1204,0.09342857142857143
69,4.7,43.57,38.97,10.0,44.31,1.0,0,0,0,26.8893,0.06714285714285714
88,12.55,42.54,51.89,8.61,52.78,0.0,0,0,0,45.663199999999996,0.14101123595505619
33,6.4,66.36,20.85,4.73,35.71,1.0,0,1,0,6.8805000000000005,0.18823529411764706
24,3.16,66.38,12.81,5.43,22.75,2.0,0,0,0,3.0744,0.1264
104,9.23,41.49,54.36,8.6,60.45,1.0,0,1,0,56.5344,0.0879047619047619
23,7.14,74.07,16.94,4.11,24.38,2.0,0,1,0,3.8962,0.2975
63,12.64,59.14,36.13,7.8,42.75,0.0,1,0,0,22.7619,0.1975
87,10.9,40.9,50.5,5.17,48.14,2.0,1,0,0,43.935,0.12386363636363637
15,0.0,72.74,9.59,5.64,23.92,0.0,0,1,0,1.4385,0.0
87,12.59,48.83,49.2,7.34,45.07,2.0,0,0,0,42.804,0.14306818181818182
90,7.6,45.77,50.8,6.43,57.66,1.0,0,0,0,45.72,0.08351648351648351
27,11.93,69.52,17.71,3.47,32.18,1.0,1,0,0,4.7817,0.42607142857142855
29,5.46,68.47,17.01,6.65,33.44,1.0,0,0,0,4.9329,0.182
71,8.47,49.79,37.03,8.31,44.79,1.0,0,0,0,26.2913,0.1176388888888889
90,9.03,44.41,49.15,7.82,49.41,1.0,0,0,0,44.235,0.09923076923076922
89,8.18,42.97,45.85,9.69,47.81,0.0,0,0,0,40.8065,0.09088888888888888
49,5.86,60.19,26.59,4.83,50.59,0.0,0,0,0,13.029100000000001,0.11720000000000001
48,5.15,64.16,31.09,8.13,42.49,0.0,0,0,0,14.9232,0.10510204081632654
61,6.29,53.29,36.37,6.74,49.0,0.0,0,0,0,22.185699999999997,0.10145161290322581
41,6.3,72.94,23.39,6.58,31.4,1.0,0,0,1,9.5899,0.15
117,16.33,30.92,70.01,7.78,78.59,0.0,0,1,0,81.91170000000001,0.13838983050847456
82,8.06,55.07,49.09,5.94,39.08,2.0,0,0,0,40.2538,0.09710843373493977
36,7.42,67.1,27.06,5.71,34.49,2.0,0,0,0,9.7416,0.20054054054054055
119,12.08,37.48,62.83,5.49,54.95,2.0,0,0,0,74.76769999999999,0.10066666666666667
61,11.86,63.56,39.11,7.12,45.91,1.0,0,1,0,23.8571,0.19129032258064516
106,11.62,27.87,57.79,7.14,59.57,1.0,0,0,0,61.2574,0.10859813084112149
72,10.13,54.24,44.13,6.23,60.16,1.0,0,0,0,31.773600000000002,0.13876712328767124
83,10.32,44.34,38.7,8.82,43.41,1.0,0,0,0,32.121,0.12285714285714286
72,12.06,56.11,36.06,6.71,39.91,1.0,0,0,1,25.9632,0.1652054794520548
26,0.26,71.81,21.34,10.0,26.07,1.0,0,0,0,5.5484,0.00962962962962963
58,5.04,51.97,36.34,9.96,34.82,1.0,1,0,0,21.0772,0.08542372881355932
109,17.23,36.23,59.13,2.42,68.59,1.0,0,0,1,64.4517,0.15663636363636363
90,10.44,45.61,51.67,5.04,77.47,0.0,0,0,1,46.503,0.11472527472527472
91,12.8,40.48,48.25,6.2,75.39,0.0,0,0,0,43.9075,0.1391304347826087
32,3.49,62.58,19.8,9.82,34.01,0.0,0,0,1,6.336,0.10575757575757576
107,19.07,40.01,55.76,1.26,83.07,0.0,0,0,1,59.663199999999996,0.17657407407407408
81,12.58,58.89,50.32,3.75,72.47,0.0,0,0,0,40.7592,0.15341463414634146
22,0.52,78.25,13.91,8.27,21.62,1.0,0,0,1,3.0602,0.022608695652173914
32,4.51,73.29,19.91,9.15,17.93,1.0,0,0,0,6.3712,0.13666666666666666
66,3.04,56.37,32.42,5.52,31.52,2.0,0,0,1,21.3972,0.04537313432835821
71,6.4,60.55,36.22,6.75,46.64,1.0,0,0,0,25.7162,0.08888888888888889
63,9.5,56.55,38.97,6.12,50.08,1.0,0,0,1,24.5511,0.1484375
29,2.91,72.72,13.97,10.0,24.58,1.0,0,0,0,4.0513,0.097
95,10.96,36.93,52.49,10.0,54.77,1.0,0,0,0,49.865500000000004,0.11416666666666668
61,10.87,56.42,38.44,3.72,39.64,1.0,1,0,0,23.448399999999996,0.1753225806451613
32,5.06,61.19,21.12,5.97,32.65,1.0,0,0,0,6.7584,0.15333333333333332
114,16.3,31.65,58.67,6.14,64.07,1.0,0,0,1,66.88380000000001,0.14173913043478262
44,3.89,69.7,28.04,8.36,24.76,1.0,0,1,0,12.3376,0.08644444444444445
76,8.66,43.92,47.63,10.0,40.65,0.0,0,0,0,36.1988,0.11246753246753247
43,7.34,61.77,23.29,6.31,25.78,2.0,0,0,1,10.0147,0.1668181818181818
42,6.27,70.37,25.99,8.53,43.62,0.0,0,0,0,10.915799999999999,0.1458139534883721
55,6.92,66.31,29.7,4.7,45.67,1.0,0,0,0,16.335,0.12357142857142857
90,13.09,39.64,51.24,7.06,56.04,1.0,0,0,0,46.11600000000001,0.14384615384615385
54,7.77,64.91,32.01,8.7,38.97,0.0,1,0,0,17.2854,0.14127272727272727
28,5.45,77.61,15.15,7.45,29.46,1.0,0,0,0,4.242,0.18793103448275864
103,13.64,41.27,55.71,7.92,62.45,0.0,0,0,0,57.3813,0.13115384615384615
96,10.8,49.57,53.15,10.0,64.53,0.0,0,0,1,51.023999999999994,0.11134020618556702
24,0.3,73.13,18.0,10.0,30.9,0.0,0,0,0,4.32,0.012
87,13.68,43.86,52.65,7.99,36.91,2.0,0,1,0,45.8055,0.15545454545454546
75,6.26,57.43,43.42,9.73,35.89,1.0,0,0,1,32.565,0.08236842105263158
48,6.3,55.71,28.56,10.0,37.5,0.0,0,1,0,13.708799999999998,0.12857142857142856
27,0.0,63.9,13.21,10.0,15.82,0.0,0,0,0,3.5667,0.0
79,8.56,40.97,46.32,5.82,41.25,2.0,0,0,0,36.592800000000004,0.10700000000000001
68,9.35,54.62,41.85,1.78,53.33,1.0,0,0,0,28.458000000000002,0.13550724637681158
41,11.99,66.65,25.58,8.4,30.43,0.0,1,0,0,10.4878,0.2854761904761905
30,4.18,71.42,16.17,9.66,29.49,0.0,0,0,1,4.851,0.13483870967741934
49,6.71,53.0,26.09,7.18,34.61,1.0,1,0,0,12.7841,0.13419999999999999
101,10.41,44.5,56.83,7.5,59.79,1.0,0,0,0,57.3983,0.10205882352941177
36,4.94,66.88,26.54,8.47,27.05,2.0,0,0,1,9.5544,0.13351351351351354
11,3.22,74.7,9.77,6.13,19.25,1.0,0,0,1,1.0747,0.26833333333333337
106,16.13,32.11,62.09,4.42,74.04,1.0,0,0,1,65.8154,0.15074766355140187
89,14.03,47.69,50.84,3.0,52.5,2.0,0,0,0,45.247600000000006,0.15588888888888888
48,4.39,58.81,24.56,3.56,40.61,1.0,0,0,1,11.788799999999998,0.08959183673469387
95,13.2,39.13,49.04,6.42,55.92,1.0,0,0,1,46.588,0.13749999999999998
65,12.93,54.67,37.87,7.1,57.57,0.0,0,0,0,24.615499999999997,0.1959090909090909
116,11.89,36.22,65.08,6.17,67.09,1.0,0,0,0,75.4928,0.10162393162393163
22,5.05,69.55,9.42,4.24,31.55,2.0,0,0,0,2.0724,0.21956521739130433
65,9.62,49.57,35.9,6.34,53.98,0.0,0,0,1,23.335,0.14575757575757575
75,9.18,53.48,38.71,6.37,42.88,1.0,0,0,1,29.0325,0.12078947368421052
87,12.93,48.43,47.29,8.92,44.23,1.0,0,0,0,41.1423,0.1469318181818182
65,12.63,51.64,34.58,7.65,41.71,1.0,0,0,0,22.476999999999997,0.19136363636363637
111,13.17,34.39,59.73,6.76,68.25,0.0,0,0,0,66.3003,0.11758928571428572
114,15.88,27.93,61.5,6.97,74.13,1.0,0,0,0,70.11,0.13808695652173913
37,4.96,66.65,24.63,4.63,38.87,1.0,0,0,1,9.1131,0.13052631578947368
73,8.45,49.71,44.93,7.59,33.07,2.0,1,0,0,32.798899999999996,0.11418918918918917
80,13.46,41.11,50.68,8.86,43.31,2.0,1,0,0,40.544000000000004,0.16617283950617284
91,15.62,46.04,51.78,7.36,65.33,0.0,0,1,0,47.119800000000005,0.16978260869565218
73,7.68,52.86,43.53,5.32,40.76,2.0,0,0,0,31.7769,0.10378378378378378
65,6.66,62.85,38.72,8.73,34.31,1.0,0,0,0,25.167999999999996,0.1009090909090909
50,10.62,53.12,26.06,8.21,26.38,2.0,0,0,1,13.03,0.20823529411764705
109,12.1,38.35,59.12,8.77,57.65,1.0,0,0,1,64.4408,0.11
50,5.36,66.77,27.04,7.34,35.79,1.0,0,0,0,13.52,0.10509803921568628
109,5.73,31.87,59.22,8.23,55.24,2.0,0,0,1,64.54979999999999,0.0520909090909091
117,12.06,35.98,63.67,7.04,58.4,2.0,0,0,0,74.4939,0.10220338983050847
13,6.8,81.82,5.0,7.77,19.52,2.0,0,1,0,0.65,0.4857142857142857
66,13.0,53.29,35.14,6.23,41.84,1.0,1,0,0,23.192400000000003,0.19402985074626866
39,4.78,63.93,24.46,7.04,30.72,2.0,0,0,0,9.5394,0.11950000000000001
97,12.13,35.62,51.48,6.78,67.0,0.0,0,0,0,49.935599999999994,0.12377551020408165
93,7.14,39.87,48.12,8.39,63.49,0.0,0,0,0,44.751599999999996,0.07595744680851063
55,5.28,57.94,33.17,6.4,46.8,1.0,0,0,0,18.2435,0.09428571428571429
65,5.64,51.23,39.78,8.95,38.67,2.0,0,0,0,25.857000000000003,0.08545454545454545
40,6.15,69.75,20.78,4.6,27.48,1.0,0,1,0,8.312000000000001,0.15000000000000002
97,18.51,36.79,57.54,2.54,86.32,0.0,1,0,0,55.8138,0.18887755102040818
16,7.41,77.74,11.41,4.58,33.64,0.0,0,0,1,1.8256000000000001,0.4358823529411765
99,17.73,31.61,51.26,6.78,60.59,1.0,1,0,0,50.7474,0.1773
86,14.94,45.61,52.8,8.81,58.05,0.0,0,0,0,45.408,0.17172413793103447
63,7.1,63.69,38.46,5.35,35.85,1.0,0,0,1,24.2298,0.1109375
17,8.73,88.45,15.66,4.44,16.69,1.0,0,0,1,2.6622000000000003,0.48500000000000004
64,5.09,54.75,38.78,5.4,50.42,0.0,1,0,0,24.819200000000002,0.0783076923076923
78,7.71,53.5,43.89,8.47,36.93,2.0,0,0,0,34.2342,0.09759493670886076
53,9.53,63.19,36.19,6.4,38.15,1.0,1,0,0,19.180699999999998,0.17648148148148146
22,7.81,72.51,9.1,6.7,26.6,1.0,1,0,0,2.002,0.33956521739130435
102,13.61,33.56,60.75,8.91,58.51,1.0,0,0,1,61.965,0.13213592233009708
29,5.0,72.4,13.27,6.28,20.08,2.0,0,0,0,3.8483,0.16666666666666666
87,13.87,48.49,50.45,8.94,43.7,2.0,0,1,0,43.89150000000001,0.15761363636363634
41,7.35,59.98,31.4,6.82,38.99,1.0,0,0,0,12.873999999999999,0.175
69,12.78,57.29,40.68,5.39,52.84,1.0,0,0,0,28.069200000000002,0.18257142857142855
59,4.25,61.15,36.37,8.41,45.74,1.0,0,0,0,21.458299999999998,0.07083333333333333
36,0.0,59.46,23.12,8.17,25.09,2.0,0,0,1,8.3232,0.0
34,7.41,60.07,18.54,7.76,18.58,2.0,1,0,0,6.3036,0.21171428571428572
61,6.54,62.95,32.59,10.0,42.0,1.0,0,0,1,19.879900000000003,0.10548387096774194
77,8.23,45.48,40.11,8.7,33.15,1.0,0,0,0,30.8847,0.10551282051282052
30,5.07,65.8,20.67,4.7,40.12,1.0,0,1,0,6.2010000000000005,0.1635483870967742
27,7.65,69.99,15.96,7.47,18.85,0.0,0,0,0,4.309200000000001,0.27321428571428574
48,7.8,67.84,30.01,8.41,35.99,1.0,0,1,0,14.4048,0.15918367346938775
24,5.2,79.21,14.19,7.61,25.72,0.0,0,1,0,3.4056,0.20800000000000002
62,3.78,56.29,36.71,5.47,48.43,0.0,0,0,0,22.7602,0.06
47,7.35,59.89,32.0,5.37,30.04,1.0,0,0,0,15.04,0.15312499999999998
57,9.76,53.38,31.81,4.57,47.8,1.0,0,0,0,18.1317,0.16827586206896553
61,7.89,58.78,39.1,7.64,43.36,1.0,0,0,1,23.851,0.12725806451612903
97,14.4,35.71,56.05,5.9,73.46,0.0,1,0,0,54.3685,0.1469387755102041
81,12.41,44.25,53.73,5.42,67.94,1.0,0,0,0,43.521300000000004,0.15134146341463414
37,6.43,49.8,26.09,6.04,40.15,1.0,0,0,0,9.6533,0.16921052631578948
94,17.89,44.81,54.81,5.12,60.73,2.0,0,0,1,51.5214,0.18831578947368421
25,2.14,71.11,21.48,7.63,21.51,2.0,0,0,0,5.37,0.08230769230769232
25,7.9,70.65,21.65,6.89,26.18,0.0,0,0,1,5.4125,0.3038461538461539
44,3.12,62.46,24.85,8.17,18.68,2.0,0,0,1,10.934000000000001,0.06933333333333333
26,4.32,59.88,18.08,5.83,34.68,1.0,0,0,0,4.700799999999999,0.16
82,14.86,40.64,48.67,7.28,47.36,2.0,1,0,0,39.9094,0.17903614457831324
108,12.5,46.7,57.01,7.31,57.59,1.0,0,0,1,61.5708,0.11467889908256881
61,6.92,55.79,35.78,7.86,38.66,1.0,0,0,1,21.8258,0.11161290322580646
102,7.95,40.16,55.46,7.17,71.72,0.0,0,0,0,56.5692,0.07718446601941747
112,10.26,33.75,63.8,4.71,87.29,0.0,0,0,0,71.45599999999999,0.09079646017699115
91,12.59,41.57,46.8,8.02,47.63,1.0,0,0,1,42.588,0.13684782608695653
21,6.14,75.47,16.97,8.37,28.88,0.0,0,0,0,3.5637,0.27909090909090906
92,8.8,45.1,52.01,7.18,68.64,0.0,1,0,0,47.8492,0.0946236559139785
57,6.69,55.53,37.87,6.4,36.05,2.0,0,0,0,21.585899999999995,0.1153448275862069
31,2.25,61.4,25.27,9.57,20.87,1.0,0,0,0,7.8337,0.0703125
58,7.6,55.04,32.78,8.0,44.12,0.0,0,0,0,19.0124,0.1288135593220339
61,6.6,63.97,39.44,7.89,47.46,0.0,0,0,0,24.058399999999995,0.1064516129032258
88,8.71,45.35,48.6,7.34,50.81,1.0,0,0,0,42.768,0.09786516853932585
10,4.38,70.06,8.64,6.1,31.86,1.0,0,0,0,0.8640000000000001,0.3981818181818182
75,7.63,55.67,39.13,8.46,45.08,1.0,0,0,1,29.3475,0.10039473684210526
73,8.32,50.19,40.51,6.26,53.69,1.0,0,0,0,29.5723,0.11243243243243244
17,0.9,74.35,15.3,8.27,25.5,0.0,0,0,0,2.6010000000000004,0.05
95,14.56,45.46,52.66,4.58,63.14,1.0,0,0,0,50.027,0.15166666666666667
34,1.93,62.65,20.1,8.51,34.51,1.0,0,0,1,6.8340000000000005,0.05514285714285714
75,10.5,41.96,50.05,7.31,50.3,0.0,0,0,1,37.5375,0.13815789473684212
82,12.13,46.52,45.16,7.65,61.48,0.0,1,0,0,37.0312,0.14614457831325303
82,11.19,58.57,44.17,9.82,55.65,0.0,0,0,1,36.2194,0.13481927710843372
86,12.88,51.47,50.81,6.81,49.27,1.0,0,0,1,43.6966,0.14804597701149427
79,10.33,41.81,44.59,7.14,51.74,1.0,0,1,0,35.2261,0.129125
103,13.18,41.21,53.76,6.51,61.61,1.0,0,0,0,55.3728,0.12673076923076923
88,9.07,43.34,52.54,9.19,51.98,1.0,0,0,0,46.23519999999999,0.10191011235955057
60,11.07,49.31,33.8,5.36,50.01,1.0,0,0,0,20.279999999999998,0.18147540983606558
62,11.21,63.26,34.44,6.57,31.56,2.0,0,0,1,21.3528,0.17793650793650795
24,4.36,71.23,19.07,8.38,19.29,0.0,0,0,0,4.5768,0.1744
59,3.54,52.34,35.25,9.62,33.53,1.0,0,0,0,20.7975,0.059000000000000004
80,10.34,54.07,48.71,8.11,49.29,1.0,0,0,0,38.968,0.1276543209876543
84,10.45,51.95,50.18,6.15,57.78,1.0,0,0,1,42.151199999999996,0.12294117647058822
113,13.08,39.39,65.5,6.55,68.71,1.0,0,0,0,74.015,0.11473684210526316
47,8.67,58.9,26.56,6.76,41.82,0.0,0,1,0,12.4832,0.180625
49,5.68,60.03,26.35,7.91,45.22,0.0,0,0,0,12.9115,0.11359999999999999
75,17.59,55.44,36.57,5.29,55.49,1.0,1,0,0,27.4275,0.23144736842105262
48,6.57,68.09,27.1,6.4,34.34,1.0,0,0,0,13.008000000000003,0.13408163265306122
83,14.26,45.71,42.65,6.62,51.71,1.0,1,0,0,35.399499999999996,0.16976190476190475
117,17.03,35.84,67.75,9.56,71.58,0.0,1,0,0,79.2675,0.14432203389830509
26,0.05,65.18,17.96,8.77,27.79,0.0,0,0,0,4.6696,0.001851851851851852
16,3.71,80.78,11.15,5.93,31.4,0.0,0,0,0,1.784,0.21823529411764706
113,14.42,32.89,60.47,7.9,68.67,1.0,0,0,1,68.33109999999999,0.12649122807017543
48,8.41,65.71,32.37,8.49,41.1,1.0,0,0,0,15.537599999999998,0.1716326530612245
77,10.92,51.0,41.05,3.55,59.73,1.0,0,1,0,31.6085,0.13999999999999999
44,7.96,64.92,25.29,5.71,25.45,1.0,0,0,0,11.1276,0.1768888888888889
60,3.99,50.7,33.89,10.0,39.03,0.0,0,0,0,20.334,0.06540983606557377
56,7.15,50.8,31.86,8.45,38.65,1.0,0,0,0,17.8416,0.12543859649122807
45,5.61,59.12,24.16,10.0,24.98,0.0,0,0,0,10.872,0.12195652173913044
73,11.08,43.7,40.59,7.85,48.03,1.0,0,0,1,29.6307,0.14972972972972973
104,14.5,41.47,51.21,7.35,58.5,1.0,0,0,1,53.2584,0.1380952380952381
98,17.37,39.41,52.91,5.97,62.57,1.0,0,0,1,51.8518,0.17545454545454547
114,16.12,37.72,63.62,10.0,67.9,1.0,1,0,0,72.5268,0.14017391304347826
22,3.73,68.24,12.32,8.07,24.64,1.0,0,0,0,2.7104000000000004,0.16217391304347825
27,5.12,67.51,18.31,8.17,21.78,1.0,1,0,0,4.9437,0.18285714285714286
30,3.15,69.75,20.17,10.0,23.31,0.0,0,0,0,6.051,0.10161290322580645
74,7.04,51.3,41.05,6.17,43.73,1.0,0,0,0,30.377,0.09386666666666667
109,11.62,31.95,54.48,6.71,49.33,2.0,0,0,0,59.383199999999995,0.10563636363636363
17,5.63,85.17,16.83,8.96,24.67,0.0,1,0,0,2.8610999999999995,0.31277777777777777
57,8.17,52.21,37.19,5.97,51.86,0.0,0,0,1,21.1983,0.14086206896551723
94,15.55,36.64,48.38,4.47,48.8,2.0,0,0,1,45.4772,0.1636842105263158
52,6.33,60.57,26.51,8.26,31.88,1.0,0,0,1,13.7852,0.11943396226415094
62,11.71,54.25,33.28,8.12,48.0,0.0,0,0,0,20.6336,0.18587301587301588
94,8.93,41.61,48.79,5.76,56.25,1.0,0,0,0,45.8626,0.094
36,3.35,65.51,19.17,7.23,28.19,2.0,0,0,0,6.901200000000001,0.09054054054054055
28,3.72,64.04,23.24,7.2,34.17,1.0,0,0,0,6.507199999999999,0.12827586206896552
32,6.83,69.58,24.65,6.36,37.91,0.0,0,0,1,7.888,0.20696969696969697
59,9.16,54.03,32.36,7.37,37.84,1.0,0,0,1,19.0924,0.15266666666666667
60,4.65,59.34,39.1,10.0,30.77,2.0,0,0,0,23.46,0.07622950819672132
52,9.98,65.44,26.32,7.0,36.08,1.0,0,0,0,13.6864,0.18830188679245283
108,13.67,36.19,60.11,10.0,63.34,0.0,0,0,0,64.9188,0.12541284403669725
113,14.22,29.29,60.11,7.14,60.95,1.0,0,0,1,67.9243,0.12473684210526316
60,10.45,63.74,33.49,5.67,48.17,0.0,0,0,1,20.094,0.17131147540983604
115,11.72,43.03,61.31,10.0,67.13,1.0,0,0,1,70.5065,0.10103448275862069
78,12.48,54.62,45.05,5.27,41.26,1.0,0,0,1,35.138999999999996,0.1579746835443038
50,10.09,65.93,33.0,3.08,40.38,1.0,0,0,0,16.5,0.19784313725490196
81,12.55,50.65,49.18,8.69,41.17,1.0,1,0,0,39.8358,0.15304878048780488
20,1.89,83.79,15.54,10.0,14.7,0.0,1,0,0,3.1079999999999997,0.09
89,13.06,37.31,44.79,6.14,72.61,0.0,0,0,0,39.8631,0.1451111111111111
112,11.18,34.44,59.55,7.27,63.11,1.0,0,0,1,66.696,0.09893805309734513
97,12.62,47.7,57.14,5.47,59.27,1.0,0,1,0,55.4258,0.12877551020408162
94,8.9,36.72,48.71,6.86,61.67,1.0,0,0,0,45.7874,0.09368421052631579
61,9.33,56.12,40.34,5.36,46.42,0.0,0,1,0,24.607400000000002,0.15048387096774193
32,3.99,64.77,22.21,8.8,26.55,1.0,0,0,0,7.107200000000001,0.12090909090909091
58,11.8,51.59,35.34,9.58,35.38,1.0,0,0,1,20.497200000000003,0.2
47,9.45,64.37,27.79,4.42,38.26,2.0,0,0,0,13.0613,0.196875
56,4.34,61.56,34.72,9.56,36.7,0.0,0,0,0,19.4432,0.07614035087719298
81,9.82,42.79,47.79,5.29,50.76,1.0,1,0,0,38.7099,0.11975609756097562
16,1.54,72.62,18.06,7.72,20.48,1.0,0,0,0,2.8895999999999997,0.09058823529411765
75,6.31,58.22,48.43,8.89,43.45,1.0,0,0,0,36.3225,0.08302631578947368
103,15.36,39.41,58.1,6.65,58.14,1.0,0,0,1,59.843,0.14769230769230768
86,12.15,35.71,50.99,4.61,68.92,0.0,0,1,0,43.851400000000005,0.1396551724137931
71,13.0,55.02,41.5,5.17,50.15,1.0,0,0,0,29.465,0.18055555555555555
96,9.51,43.19,49.56,8.87,50.36,2.0,0,0,0,47.577600000000004,0.09804123711340205
38,2.95,63.78,25.44,9.22,26.99,0.0,0,0,0,9.667200000000001,0.07564102564102565
47,5.07,57.44,21.73,3.85,52.49,0.0,1,0,0,10.2131,0.10562500000000001
110,14.16,31.8,63.62,9.97,50.24,2.0,0,0,0,69.982,0.12756756756756757
93,9.42,45.47,53.81,5.53,63.26,0.0,0,0,0,50.0433,0.10021276595744681
42,4.31,60.35,26.53,5.96,30.14,1.0,0,0,0,11.1426,0.10023255813953487
38,1.64,58.95,24.79,7.91,23.11,1.0,0,0,0,9.4202,0.04205128205128205
88,13.0,41.19,50.88,2.71,75.48,0.0,0,0,0,44.77440000000001,0.14606741573033707
32,1.6,72.08,17.79,7.57,22.7,1.0,0,1,0,5.6928,0.048484848484848485
115,18.32,38.28,61.84,6.78,62.55,1.0,1,0,0,71.116,0.15793103448275864
12,0.0,72.35,8.26,8.23,18.0,2.0,0,1,0,0.9912000000000001,0.0
110,10.21,30.71,61.82,6.8,62.76,1.0,0,0,0,68.002,0.09198198198198199
102,10.91,34.35,58.87,9.13,55.28,1.0,0,0,0,60.047399999999996,0.10592233009708737
54,7.41,52.35,29.81,5.36,45.79,0.0,0,0,0,16.0974,0.13472727272727272
17,1.88,73.72,13.79,8.25,17.4,2.0,0,0,0,2.3442999999999996,0.10444444444444444
95,8.58,40.2,55.28,6.47,63.11,0.0,0,1,0,52.516000000000005,0.089375
38,11.45,63.1,23.38,3.61,34.76,1.0,0,1,0,8.8844,0.29358974358974355
11,5.92,73.28,6.65,5.69,19.2,2.0,1,0,0,0.7315,0.49333333333333335
114,13.56,35.65,67.67,7.26,66.55,1.0,0,0,0,77.1438,0.11791304347826087
59,5.7,47.29,31.46,6.89,49.88,0.0,0,0,1,18.561400000000003,0.095
118,18.63,41.13,68.67,5.83,69.02,1.0,0,0,1,81.0306,0.1565546218487395
74,15.19,45.67,40.97,5.34,53.39,1.0,1,0,0,30.3178,0.20253333333333332
117,15.81,33.02,63.55,7.09,63.8,1.0,0,0,1,74.3535,0.13398305084745762
29,4.6,61.0,22.33,10.0,27.29,1.0,0,0,0,6.4757,0.15333333333333332
61,10.03,54.57,35.99,6.74,47.46,0.0,0,0,0,21.953900000000004,0.1617741935483871
94,16.97,41.83,49.39,4.54,63.85,0.0,1,0,0,46.4266,0.17863157894736842
46,6.82,59.32,25.05,10.0,33.81,1.0,0,0,1,11.523,0.1451063829787234
81,13.76,47.81,44.81,2.57,60.87,1.0,0,0,1,36.2961,0.1678048780487805
36,4.93,68.76,21.7,10.0,14.87,1.0,0,1,0,7.811999999999999,0.13324324324324324
56,6.44,51.1,27.19,7.31,35.27,1.0,0,0,0,15.226400000000002,0.11298245614035088
108,13.16,38.95,58.44,6.44,80.89,0.0,0,0,0,63.115199999999994,0.12073394495412844
15,5.91,75.59,5.1,6.22,25.13,1.0,0,0,0,0.765,0.369375
69,10.46,57.39,39.89,6.58,59.98,0.0,0,0,0,27.524099999999997,0.14942857142857144
54,6.83,61.55,31.06,6.68,38.91,1.0,0,0,0,16.7724,0.12418181818181818
53,7.31,67.05,29.36,10.0,23.92,1.0,0,0,0,15.560799999999999,0.13537037037037036
92,9.38,44.77,54.87,4.73,60.01,0.0,0,0,0,50.4804,0.10086021505376346
27,7.69,65.33,16.74,6.66,29.83,1.0,0,0,0,4.5198,0.27464285714285713
74,9.31,59.44,37.6,6.77,53.24,0.0,0,0,0,27.824,0.12413333333333335
34,9.66,63.12,19.07,6.92,25.59,1.0,0,0,0,6.4838,0.276
36,4.13,62.53,24.94,10.0,28.32,0.0,0,1,0,8.9784,0.11162162162162162
16,3.8,73.98,12.71,6.61,13.6,2.0,0,1,0,2.0336000000000003,0.22352941176470587
53,11.92,54.3,29.52,5.24,45.21,1.0,0,0,1,15.6456,0.22074074074074074
115,15.39,25.31,60.51,10.0,67.07,1.0,1,0,0,69.5865,0.13267241379310346
38,9.21,59.65,23.26,5.84,37.01,1.0,0,0,1,8.8388,0.2361538461538462
104,17.59,47.22,52.75,7.12,65.49,1.0,1,0,0,54.86,0.16752380952380952
53,10.92,60.67,30.5,5.59,48.61,1.0,0,0,1,16.165,0.20222222222222222
116,13.34,35.69,61.69,6.36,56.48,2.0,0,0,0,71.5604,0.11401709401709402
45,8.07,60.45,27.88,8.42,24.77,2.0,1,0,0,12.546,0.17543478260869566
28,4.34,60.68,20.06,7.44,33.51,1.0,0,0,0,5.6168,0.14965517241379309
15,1.12,80.18,13.16,6.08,21.63,2.0,0,0,0,1.974,0.07
34,4.76,64.69,24.25,7.39,30.14,1.0,0,0,1,8.245,0.13599999999999998
40,5.6,65.56,26.32,9.92,24.08,1.0,0,1,0,10.527999999999999,0.13658536585365852
18,2.8,81.56,13.72,5.39,21.0,2.0,0,0,0,2.4696000000000002,0.14736842105263157
93,16.2,42.52,56.44,8.41,46.32,1.0,0,0,1,52.489200000000004,0.1723404255319149
83,11.23,48.95,47.26,4.46,46.11,2.0,0,0,0,39.2258,0.1336904761904762
46,7.87,68.84,29.58,5.28,41.02,0.0,0,1,0,13.606799999999998,0.1674468085106383
36,3.78,65.06,20.95,7.36,30.62,1.0,0,0,1,7.541999999999999,0.10216216216216216
22,1.13,70.21,15.08,6.14,31.31,1.0,0,0,0,3.3176,0.049130434782608694
50,4.87,53.28,27.57,10.0,19.44,1.0,0,0,1,13.785,0.09549019607843137
75,11.61,51.34,45.42,8.72,52.91,0.0,0,0,0,34.065,0.15276315789473682
94,15.77,38.95,50.23,8.89,62.85,0.0,0,0,0,47.2162,0.166
106,14.44,37.05,58.79,10.0,66.78,0.0,0,0,1,62.3174,0.1349532710280374
33,9.16,64.33,18.5,5.5,42.53,0.0,0,0,1,6.105,0.26941176470588235
53,10.71,61.25,32.46,5.13,38.95,2.0,0,0,0,17.2038,0.19833333333333336
115,10.28,21.43,64.8,7.72,61.91,1.0,0,0,0,74.52,0.0886206896551724
107,15.5,36.97,54.66,7.26,65.12,1.0,1,0,0,58.4862,0.14351851851851852
69,10.82,50.71,42.13,7.31,39.33,1.0,0,0,1,29.0697,0.15457142857142858
18,3.19,66.47,14.81,6.19,17.86,2.0,0,0,0,2.6658,0.16789473684210526
