road_quality_score,stress_index,driver_experience_encoded,congestion_score
10.0,26.66,1.0,7.271999999999999
8.24,34.84,2.0,24.213800000000003
5.05,48.51,0.0,8.3033
8.15,53.6,2.0,54.059200000000004
6.83,64.4,0.0,59.047799999999995
8.54,62.43,1.0,71.7112
6.11,40.36,1.0,16.7284
8.92,18.72,0.0,2.2460000000000004
4.77,40.19,1.0,10.0926
7.38,37.28,1.0,26.458299999999998
6.44,37.32,1.0,18.567999999999998
8.14,35.76,2.0,27.502999999999997
6.24,58.88,0.0,27.7397
3.7,30.53,1.0,0.972
5.09,41.18,1.0,6.405
6.29,55.77,0.0,32.5109
5.3,47.24,2.0,28.8642
8.2,55.35,1.0,49.8336
7.25,48.2,2.0,39.3026
4.43,56.86,0.0,23.445500000000003
6.85,19.54,1.0,0.7190000000000001
5.32,30.12,1.0,7.488
7.16,22.69,1.0,4.7151000000000005
7.54,28.54,2.0,22.976100000000002
8.49,20.92,1.0,1.7719
7.56,50.21,1.0,32.412
8.2,41.07,1.0,17.52
2.99,61.95,1.0,37.565799999999996
2.83,68.4,0.0,30.139200000000002
6.16,26.22,2.0,3.1296
6.59,29.21,2.0,11.704500000000001
8.94,29.12,0.0,6.1902
6.81,55.5,0.0,23.491099999999996
6.8,42.18,1.0,18.100499999999997
7.65,35.69,2.0,36.777
5.99,31.69,2.0,9.975
8.63,42.92,0.0,15.640799999999999
8.3,56.19,2.0,57.31
6.08,30.04,0.0,7.3338
5.74,32.48,2.0,41.3138
4.18,40.58,0.0,5.4825
9.55,63.37,1.0,66.1412
9.5,55.87,0.0,54.2822
7.41,36.41,1.0,16.565
7.27,66.57,0.0,33.995599999999996
5.14,57.87,1.0,31.293599999999998
8.96,44.65,2.0,70.28099999999999
7.1,26.0,2.0,4.7589
3.6,43.42,1.0,34.748999999999995
7.95,39.46,1.0,11.398499999999999
5.93,61.05,1.0,60.97560000000001
5.53,81.27,0.0,62.070699999999995
5.27,44.71,0.0,26.3578
5.62,47.78,1.0,18.9867
8.09,54.62,1.0,48.020700000000005
6.19,22.29,2.0,0.8569
7.18,48.93,1.0,41.207
9.17,26.16,2.0,10.0244
7.02,65.96,1.0,68.1156
8.73,21.07,2.0,4.515
9.87,23.73,2.0,12.5752
4.15,67.69,0.0,24.6512
8.73,70.05,0.0,69.368
10.0,68.89,0.0,72.105
8.05,59.49,0.0,41.346
6.54,10.31,2.0,1.5626
8.74,41.76,2.0,36.2593
6.46,36.99,1.0,20.826
10.0,48.46,1.0,50.6464
7.73,29.34,1.0,9.5172
2.28,65.49,1.0,43.10849999999999
5.18,26.12,2.0,5.6793000000000005
8.44,47.75,1.0,39.883199999999995
5.25,37.33,0.0,8.9284
5.08,36.66,1.0,10.4155
7.16,23.45,0.0,0.9408
7.38,33.3,2.0,11.884500000000001
6.45,28.12,1.0,2.2685999999999997
7.32,39.83,1.0,12.9915
10.0,42.68,2.0,60.5904
5.59,71.57,0.0,41.6392
4.9,38.42,1.0,3.4182
5.83,26.4,0.0,1.5570000000000002
8.67,52.88,1.0,50.3384
8.01,29.62,0.0,1.976
4.95,52.73,2.0,65.5566
5.74,37.23,1.0,3.7967999999999993
8.05,44.55,0.0,14.045
3.85,55.51,1.0,31.572000000000003
8.2,68.97,0.0,66.19019999999999
8.13,31.42,1.0,8.836599999999999
8.19,62.94,1.0,47.214
6.47,37.69,2.0,22.357200000000002
7.3,36.52,1.0,11.781
8.01,61.64,0.0,52.9728
6.82,46.84,1.0,37.32640000000001
3.7,28.98,1.0,3.525
10.0,39.07,1.0,26.1848
7.02,52.9,1.0,34.545
8.14,59.88,1.0,60.9279
7.61,20.4,2.0,1.755
10.0,55.95,0.0,35.606
5.42,28.26,2.0,5.125
9.37,62.7,0.0,50.7738
6.81,70.66,0.0,56.221199999999996
4.61,75.74,0.0,61.760999999999996
6.51,79.37,0.0,78.0624
10.0,43.89,0.0,24.5568
6.12,36.0,1.0,12.7057
6.25,27.88,1.0,9.527
3.98,47.74,1.0,12.3798
8.89,34.75,0.0,11.065999999999999
8.23,55.3,0.0,47.2224
6.4,43.82,2.0,37.87629999999999
5.65,43.69,1.0,26.758000000000003
6.59,52.2,2.0,71.231
5.68,29.98,1.0,3.7053
7.9,38.78,2.0,17.6904
9.22,61.48,1.0,71.3664
9.2,44.92,2.0,34.96
10.0,51.19,0.0,39.8601
10.0,33.3,2.0,16.5597
4.9,38.97,1.0,20.945999999999998
3.47,30.62,2.0,4.743200000000001
7.29,57.78,0.0,35.82750000000001
4.95,40.01,1.0,15.3496
5.56,56.55,1.0,31.198399999999996
7.82,33.77,1.0,15.085799999999999
8.04,27.36,2.0,13.3292
6.39,21.81,2.0,3.5266
8.22,58.09,1.0,71.32300000000001
9.43,33.51,1.0,16.377
8.68,28.22,1.0,6.9663
6.01,52.64,2.0,60.732000000000006
7.23,36.39,1.0,10.5105
6.82,62.0,0.0,33.985800000000005
5.54,43.7,0.0,16.774299999999997
9.48,55.4,1.0,61.7768
6.55,81.58,0.0,76.4478
4.47,36.04,1.0,8.0032
6.91,54.61,1.0,35.1505
4.8,59.34,0.0,24.7104
3.24,96.86,0.0,77.00489999999999
7.59,61.17,0.0,43.251999999999995
3.86,29.59,2.0,7.4624
8.86,37.68,1.0,12.537
9.24,54.11,0.0,27.5418
9.48,19.08,0.0,0.5
7.91,39.83,2.0,35.510400000000004
6.1,26.3,0.0,1.0764000000000002
6.34,22.55,2.0,3.9559999999999995
6.0,45.2,2.0,44.091
3.36,36.95,2.0,9.7997
10.0,54.03,0.0,30.857400000000002
8.44,37.86,2.0,37.128
5.27,70.14,1.0,75.565
6.79,32.99,2.0,21.834
6.94,74.43,0.0,69.93900000000001
7.45,61.71,1.0,67.2576
6.78,31.96,0.0,9.074399999999999
7.4,87.06,0.0,64.5084
4.93,58.0,0.0,43.6254
7.04,55.87,1.0,68.93
7.85,49.66,0.0,17.7441
8.94,45.42,2.0,60.5846
3.66,51.97,1.0,44.044
8.66,47.52,1.0,46.9392
5.53,17.26,1.0,5.115
6.25,41.5,2.0,21.549
8.83,60.29,1.0,66.3454
8.18,19.39,0.0,2.9013
7.96,27.55,1.0,5.2052
8.15,68.33,0.0,64.669
6.77,59.08,0.0,34.5268
6.13,36.67,2.0,13.959000000000001
10.0,16.19,1.0,1.8174000000000001
6.86,47.86,1.0,39.5892
10.0,55.29,1.0,71.7744
6.72,28.83,2.0,9.2988
4.5,35.45,1.0,8.7024
4.59,81.58,0.0,60.1545
7.41,41.76,1.0,49.4217
7.44,20.14,2.0,3.6521999999999997
8.8,47.33,1.0,40.361999999999995
9.96,21.63,0.0,2.3205
6.62,30.72,2.0,21.1468
5.84,56.05,1.0,54.36
9.72,48.58,1.0,39.542
4.12,46.41,1.0,6.0016
1.97,86.93,0.0,68.6362
7.92,33.73,2.0,21.2553
5.57,66.23,1.0,63.129
5.82,30.95,1.0,6.815999999999999
7.49,34.84,1.0,10.281600000000001
6.23,72.92,0.0,47.763000000000005
8.68,46.7,1.0,19.617
6.2,38.82,1.0,9.610199999999999
4.03,51.9,1.0,21.855
4.69,50.63,0.0,12.818399999999999
6.89,43.88,1.0,37.1923
10.0,26.25,0.0,5.2326
7.52,47.52,0.0,20.053600000000003
7.27,30.86,0.0,3.8741999999999996
10.0,19.27,2.0,6.0804
6.55,39.8,2.0,30.5371
6.75,45.15,1.0,34.7355
5.95,72.99,1.0,56.2905
6.41,58.86,2.0,74.3964
7.75,43.06,1.0,18.954
10.0,21.09,0.0,2.0147999999999997
5.15,25.21,2.0,6.382899999999999
4.35,35.33,2.0,8.2944
7.45,44.73,1.0,24.281599999999997
9.1,43.88,1.0,28.4088
4.8,38.98,1.0,10.701600000000001
6.51,17.4,1.0,0.8371000000000001
8.7,44.29,1.0,43.54560000000001
6.41,51.33,1.0,16.6155
9.81,29.35,2.0,40.1637
4.43,71.81,0.0,66.8864
8.2,41.31,0.0,10.8654
6.45,46.83,0.0,26.773200000000003
7.14,22.97,1.0,1.6096000000000001
6.65,25.06,1.0,2.3808
10.0,28.13,2.0,9.9155
8.12,21.56,2.0,3.214
8.18,36.11,0.0,12.581900000000001
4.37,46.48,0.0,9.7272
9.08,63.52,1.0,72.72160000000001
8.13,24.09,2.0,1.656
5.16,19.07,2.0,0.8939999999999999
6.33,47.71,2.0,39.2258
2.96,32.17,1.0,6.138000000000001
8.77,42.65,2.0,44.052800000000005
6.31,24.78,2.0,8.8998
9.4,58.11,0.0,52.7875
8.29,28.16,1.0,2.2627
7.06,56.01,2.0,51.5652
9.86,53.44,1.0,44.0404
7.31,22.21,1.0,1.0992
5.43,42.62,1.0,24.256
8.69,27.28,0.0,4.1904
4.66,47.49,1.0,13.6845
7.26,14.27,2.0,2.016
8.49,36.91,1.0,16.2384
7.82,41.67,1.0,21.428800000000003
5.97,36.24,1.0,4.5117
4.41,79.36,0.0,68.80890000000001
7.91,52.37,1.0,46.1748
8.08,29.0,1.0,20.703100000000003
5.02,34.34,1.0,11.4465
9.11,62.13,0.0,40.6006
2.36,50.31,0.0,15.1536
2.65,39.18,1.0,2.7321
7.31,55.79,1.0,63.215599999999995
7.95,46.7,1.0,27.696399999999997
7.33,48.73,2.0,43.095
2.72,52.89,1.0,17.6172
7.67,62.0,1.0,55.0572
8.17,13.32,1.0,1.4183000000000001
8.68,20.69,2.0,11.839500000000001
10.0,18.69,2.0,18.5592
1.0,38.85,1.0,4.0388
7.91,51.32,1.0,42.093
9.17,47.2,0.0,21.593399999999995
4.96,44.68,2.0,32.15560000000001
6.73,63.34,1.0,69.5859
7.99,59.01,1.0,48.9888
7.27,44.69,1.0,35.174
9.09,14.26,1.0,2.8224
8.52,35.28,0.0,6.192
6.52,52.49,1.0,71.0676
9.74,54.99,0.0,36.8469
8.1,44.44,1.0,47.799
5.78,41.16,1.0,4.955
4.1,40.69,0.0,4.6825
4.61,47.5,0.0,9.7384
8.28,42.37,1.0,18.708
3.57,35.14,2.0,25.434500000000003
3.7,59.1,2.0,48.14900000000001
7.75,48.02,1.0,24.9744
9.99,56.34,1.0,73.8871
5.47,45.55,1.0,20.886400000000002
7.72,45.93,0.0,15.9225
10.0,59.36,0.0,45.71849999999999
9.87,55.92,1.0,74.97
5.12,74.51,1.0,72.5751
7.16,32.0,1.0,14.776800000000001
7.5,58.75,1.0,45.7002
10.0,58.44,0.0,78.45819999999999
9.35,44.21,0.0,21.774
7.28,28.54,1.0,15.615
7.09,66.89,1.0,62.6592
3.74,33.07,2.0,27.0504
7.76,64.05,0.0,56.1408
7.44,53.93,1.0,37.1868
7.85,49.85,1.0,33.3826
8.09,50.67,2.0,47.802
6.25,54.04,1.0,31.455
8.21,36.68,0.0,8.982
7.74,41.75,0.0,10.6723
6.92,52.08,0.0,29.12
3.47,30.95,1.0,2.4320000000000004
8.08,46.71,0.0,16.366
7.25,26.64,1.0,3.4398
8.1,57.97,0.0,25.4734
6.47,72.25,1.0,60.6426
8.75,19.64,2.0,1.71
4.45,38.59,1.0,14.208000000000002
9.67,30.68,0.0,5.121899999999999
7.04,54.87,1.0,39.3354
7.42,40.07,2.0,36.2313
4.93,50.23,2.0,51.4304
9.2,59.52,1.0,56.9296
6.25,47.24,0.0,17.8347
9.97,15.2,1.0,1.8694
7.21,41.81,0.0,5.5593
8.83,35.25,0.0,8.5322
9.29,39.1,0.0,15.3027
6.17,60.84,1.0,36.940799999999996
9.66,68.52,0.0,74.5461
7.96,36.53,1.0,16.3929
6.51,18.94,2.0,7.4144000000000005
10.0,49.14,0.0,24.987599999999997
9.42,35.86,2.0,17.0632
8.48,20.37,1.0,4.5034
4.88,35.2,1.0,3.485
9.36,54.82,1.0,51.5097
8.07,52.32,0.0,26.7392
6.75,63.91,0.0,62.9616
8.91,47.08,0.0,31.1614
5.84,60.37,1.0,45.342
6.17,36.35,0.0,4.5525
4.58,36.65,1.0,11.0308
9.23,47.86,0.0,19.4102
3.88,30.7,1.0,2.2743
7.34,45.89,0.0,13.606499999999999
7.66,54.18,0.0,20.0128
7.93,47.81,2.0,64.012
5.54,49.27,2.0,39.7155
6.37,55.58,1.0,24.128999999999998
8.76,57.47,1.0,60.9151
8.71,32.16,2.0,24.131999999999998
9.81,40.41,1.0,22.7408
6.45,51.54,0.0,34.009499999999996
5.82,61.93,1.0,54.136
10.0,62.36,0.0,54.9541
10.0,29.14,2.0,25.2348
8.36,24.83,1.0,3.0580000000000003
3.49,39.48,1.0,13.925
7.6,23.36,2.0,3.1227
5.22,47.75,1.0,19.8181
7.18,63.55,1.0,68.4893
7.33,40.78,1.0,27.0072
9.42,49.34,1.0,18.7738
5.15,57.99,0.0,24.961199999999998
10.0,47.19,0.0,25.0047
6.03,51.73,1.0,31.23
3.94,21.83,2.0,2.6673
2.89,71.13,1.0,72.634
7.6,51.44,1.0,26.4816
6.49,14.87,2.0,2.4462
6.62,50.55,0.0,27.9243
8.56,43.57,2.0,27.647999999999996
4.82,41.7,2.0,36.531
6.28,17.04,2.0,1.5696
9.07,50.41,1.0,39.2616
5.8,35.46,1.0,4.5298
9.76,23.04,0.0,3.1266000000000003
6.19,52.26,2.0,56.8984
6.18,66.43,0.0,52.9788
8.85,38.56,0.0,19.5932
7.05,75.89,0.0,68.3514
7.28,53.29,1.0,31.630499999999998
5.45,57.81,2.0,78.4936
6.34,29.4,1.0,2.8610999999999995
5.27,72.65,0.0,61.152
6.11,50.39,0.0,16.6482
5.46,39.63,2.0,22.692000000000004
8.73,76.02,0.0,73.9742
4.38,53.0,1.0,31.6008
4.76,44.96,2.0,55.5984
3.68,43.86,2.0,43.416000000000004
9.34,39.11,1.0,25.040399999999998
7.71,27.11,2.0,23.3541
5.0,36.59,1.0,5.252800000000001
10.0,54.33,0.0,32.15560000000001
7.1,46.77,1.0,16.9675
8.22,57.73,1.0,61.892700000000005
6.17,32.57,0.0,3.1995999999999998
9.99,64.29,0.0,57.0282
4.13,92.31,0.0,68.8509
3.5,39.11,0.0,4.9437
7.26,16.25,2.0,3.1856999999999998
5.43,39.56,1.0,20.4392
6.62,35.93,0.0,7.167999999999999
5.43,51.02,1.0,28.7479
4.56,21.66,2.0,3.1839999999999997
7.68,38.73,2.0,34.932
1.82,52.06,2.0,24.7975
6.76,56.34,1.0,56.1339
7.89,55.51,1.0,52.43
7.0,55.08,0.0,21.2416
7.8,28.85,2.0,9.2854
5.96,22.27,1.0,3.0024
7.54,8.61,1.0,2.8518
5.75,33.72,0.0,3.73
7.58,29.29,1.0,13.568900000000001
2.91,36.86,1.0,9.0983
7.85,13.87,0.0,2.3426
5.84,55.99,1.0,36.8935
6.5,64.78,1.0,48.010200000000005
8.04,44.78,0.0,19.236
10.0,37.32,0.0,13.914000000000001
7.59,33.49,1.0,18.4611
6.87,77.86,0.0,77.78960000000001
7.15,25.81,0.0,2.7540000000000004
6.52,62.13,1.0,68.3088
9.33,38.07,1.0,32.6094
6.83,42.42,2.0,37.2924
5.91,51.58,1.0,36.33560000000001
7.88,34.91,2.0,21.724800000000002
9.88,48.46,1.0,50.759800000000006
5.2,68.73,1.0,76.993
10.0,51.05,1.0,65.34
5.4,34.27,0.0,3.25
7.82,58.56,1.0,69.19319999999999
8.34,44.14,1.0,22.363400000000002
9.87,20.3,1.0,7.8773
7.4,50.85,0.0,28.663200000000003
6.5,20.85,2.0,3.6624
8.94,22.18,0.0,5.81
7.66,52.57,1.0,44.7355
7.78,50.41,1.0,35.2498
5.74,45.1,2.0,18.468799999999998
6.74,39.91,2.0,35.28
6.57,58.59,2.0,68.7726
7.64,41.16,1.0,21.5004
7.75,38.36,2.0,39.893
8.38,19.26,2.0,5.4346
5.96,38.44,1.0,12.075
6.46,40.96,2.0,39.891600000000004
6.75,19.86,0.0,1.386
3.5,54.54,1.0,31.7988
6.88,54.45,1.0,46.9585
7.37,29.69,2.0,10.9485
6.4,23.9,0.0,1.5848000000000002
7.5,45.36,1.0,33.4048
5.49,22.49,1.0,1.7504
9.9,44.86,1.0,35.313
7.47,30.57,1.0,7.0401
6.62,42.54,2.0,31.2744
2.74,50.0,1.0,16.6925
8.71,36.62,1.0,14.273699999999998
5.58,53.78,0.0,24.871
6.68,63.02,1.0,78.95649999999999
10.0,30.33,1.0,15.999500000000001
6.89,69.4,0.0,50.3595
7.8,25.29,2.0,9.62
7.77,47.32,2.0,53.232000000000006
7.42,29.21,2.0,10.604000000000001
7.42,15.86,0.0,0.5
1.98,31.09,1.0,8.2764
4.67,24.76,1.0,1.9979999999999998
6.33,24.31,1.0,2.2284
5.75,32.85,0.0,6.131800000000001
8.08,48.39,0.0,29.167199999999998
4.31,70.68,0.0,29.925
7.74,51.75,1.0,42.39070000000001
3.02,88.14,0.0,63.539899999999996
8.71,32.47,1.0,26.016099999999998
6.46,49.31,1.0,39.0497
9.37,36.19,2.0,21.4208
6.47,25.43,2.0,3.0756
8.85,66.75,0.0,59.370599999999996
9.03,22.25,1.0,5.6251999999999995
6.98,55.55,1.0,47.053599999999996
6.13,27.76,2.0,9.366
6.81,45.07,1.0,40.1969
7.55,45.58,0.0,35.3646
10.0,44.62,1.0,25.6749
6.34,31.23,1.0,3.6519
7.65,45.0,0.0,14.2896
4.02,66.83,1.0,53.7234
5.46,32.2,1.0,5.9826
10.0,46.52,1.0,32.1398
7.94,31.5,2.0,9.2644
6.16,50.49,1.0,23.9424
8.38,14.45,1.0,1.9056
9.61,26.57,2.0,15.433600000000002
4.21,66.89,0.0,36.7478
7.45,20.9,0.0,0.8736
5.5,46.67,1.0,30.546300000000002
6.32,22.4,0.0,1.5105000000000002
8.28,43.48,2.0,62.9481
3.23,27.17,1.0,2.1728
7.48,49.55,0.0,19.712000000000003
10.0,41.51,1.0,24.0636
6.02,43.88,0.0,21.798000000000002
1.34,85.5,0.0,57.87299999999999
7.23,40.19,0.0,18.2435
9.5,19.65,0.0,2.0843000000000003
6.04,20.93,0.0,1.1219000000000001
6.04,38.96,2.0,30.5368
4.12,39.57,1.0,7.2454
7.01,53.06,1.0,51.465599999999995
7.73,46.78,2.0,53.71
7.57,46.15,1.0,41.5512
6.57,41.96,1.0,25.795
4.59,31.7,2.0,13.286900000000001
6.42,34.49,1.0,8.815
7.35,30.07,0.0,6.608
9.33,56.19,1.0,69.6306
10.0,28.38,0.0,11.628800000000002
3.37,31.3,1.0,2.112
6.78,77.68,0.0,63.558
7.62,22.27,2.0,4.763
6.44,42.07,0.0,10.444700000000001
4.74,64.05,1.0,52.2442
7.79,40.35,1.0,30.34
10.0,61.63,0.0,41.811499999999995
6.3,10.11,2.0,2.7506
6.53,48.34,1.0,43.313599999999994
7.11,33.12,0.0,2.1258
8.64,32.92,0.0,7.3926
7.35,46.01,1.0,39.5676
9.04,69.13,0.0,54.58
10.0,3.23,2.0,5.329799999999999
7.3,43.62,0.0,19.0638
10.0,28.01,2.0,15.59
5.54,44.75,1.0,37.896300000000004
8.09,31.8,0.0,11.4156
6.75,54.2,2.0,66.37400000000001
8.59,60.91,1.0,70.6675
9.82,48.42,1.0,51.910599999999995
5.65,63.02,0.0,39.5858
4.04,66.58,0.0,23.265900000000002
8.0,60.39,0.0,55.958400000000005
8.63,37.85,1.0,14.265
4.28,68.66,1.0,63.335
4.17,59.33,1.0,49.7636
3.49,68.72,1.0,59.577600000000004
9.08,33.59,2.0,23.725
10.0,76.97,0.0,65.5744
9.4,12.26,2.0,5.044
4.58,14.55,2.0,2.8994
6.78,50.75,1.0,47.2416
8.57,40.25,0.0,19.1542
10.0,17.16,1.0,1.1319
6.8,60.57,1.0,62.413199999999996
4.68,19.12,2.0,3.6363
4.29,79.39,0.0,76.169
3.63,46.78,1.0,15.56
8.66,24.25,1.0,1.1913
8.99,22.64,0.0,6.2104
5.76,66.33,0.0,48.309200000000004
9.07,61.62,1.0,76.18880000000001
4.76,61.65,2.0,71.15939999999999
8.93,58.59,0.0,50.9796
4.09,32.45,1.0,1.222
7.66,17.43,1.0,1.5862
10.0,26.44,0.0,6.2676
4.85,31.7,0.0,1.3552000000000002
7.96,60.98,1.0,61.5013
9.4,43.14,0.0,22.236000000000004
7.91,25.41,1.0,2.9374000000000002
6.14,26.37,0.0,4.2756
5.57,70.69,1.0,72.42699999999999
8.16,54.59,0.0,46.119800000000005
9.35,20.93,1.0,3.696
5.8,42.65,1.0,18.468
5.36,52.28,2.0,21.2875
6.53,62.8,0.0,33.7932
8.56,45.89,0.0,22.7175
7.54,42.22,1.0,19.6352
5.66,65.08,1.0,58.843199999999996
10.0,29.91,1.0,18.797400000000003
5.7,65.15,1.0,52.7534
6.32,50.28,0.0,26.492800000000003
5.64,41.96,0.0,12.7344
9.65,19.76,1.0,6.1770000000000005
3.2,51.95,1.0,25.5808
5.88,50.5,1.0,21.8526
5.02,67.9,1.0,71.8392
5.64,45.29,1.0,15.04
8.16,71.11,0.0,55.090199999999996
4.15,59.3,1.0,34.6573
3.85,76.92,0.0,46.2826
7.73,35.05,2.0,20.665399999999998
6.42,38.14,2.0,15.8523
2.19,50.43,0.0,11.5764
7.63,56.13,1.0,56.42
5.69,18.5,1.0,1.841
6.37,51.31,1.0,38.32
9.11,48.06,1.0,36.52
7.4,59.33,0.0,34.8766
8.15,32.48,1.0,19.794
3.56,62.34,0.0,23.9448
4.59,46.97,1.0,28.200300000000002
9.67,41.46,2.0,54.0047
4.84,40.0,1.0,14.04
6.44,25.11,2.0,3.1083999999999996
7.14,48.66,1.0,21.452399999999997
9.04,58.28,1.0,63.6768
5.45,62.22,1.0,59.1408
9.63,33.85,0.0,14.8442
5.02,36.99,0.0,7.3631
6.91,22.47,1.0,3.8632
8.19,46.08,1.0,37.632
5.46,90.14,0.0,71.6378
6.25,33.25,1.0,5.944400000000001
8.26,71.14,0.0,52.7624
5.92,79.08,0.0,66.69990000000001
6.41,47.1,0.0,22.964499999999997
8.85,30.96,1.0,16.524
6.62,37.72,2.0,24.8262
7.94,46.19,2.0,36.7598
5.87,53.29,1.0,27.6936
5.7,53.72,1.0,22.5729
5.77,38.25,1.0,12.461400000000001
7.63,54.59,1.0,48.493199999999995
6.85,30.73,2.0,14.0944
7.63,14.01,1.0,4.0089
3.42,88.16,0.0,57.283199999999994
5.32,76.75,0.0,56.499399999999994
9.12,71.26,0.0,61.617700000000006
9.46,38.06,1.0,17.8451
5.13,57.44,1.0,72.0057
9.91,58.14,0.0,49.542
4.52,43.69,2.0,19.89
7.33,18.91,1.0,0.934
8.57,31.88,1.0,7.7216
7.14,48.73,1.0,27.0903
8.07,30.92,1.0,9.8827
6.45,30.34,1.0,1.8109
8.94,22.69,2.0,13.785
7.73,36.58,1.0,26.261400000000002
7.86,22.07,2.0,5.3027999999999995
9.63,43.03,1.0,31.075199999999995
10.0,48.97,1.0,26.166000000000004
5.0,47.54,1.0,19.575
6.54,39.61,1.0,17.785600000000002
4.07,45.38,1.0,16.0896
9.12,50.3,1.0,48.3728
5.78,69.02,0.0,42.9247
5.42,20.27,1.0,1.47
9.55,49.42,1.0,51.1152
4.2,55.57,0.0,20.348399999999998
5.81,67.24,0.0,39.729
5.76,34.91,1.0,7.973
6.07,52.1,2.0,62.6292
5.78,55.39,1.0,34.8096
7.29,25.46,0.0,1.5484
6.45,56.06,1.0,31.5832
6.96,37.1,0.0,1.9635000000000002
3.48,37.71,1.0,11.064
7.09,32.93,2.0,18.6472
6.97,67.57,0.0,46.592
5.48,70.17,1.0,74.9224
2.89,64.67,1.0,39.073
5.3,31.37,0.0,1.5134
3.96,25.27,1.0,1.4040000000000001
8.15,50.12,2.0,77.2551
6.87,69.68,0.0,59.3742
4.06,27.0,1.0,0.98
5.41,53.59,2.0,59.132299999999994
5.48,58.45,0.0,26.3185
6.24,33.96,2.0,17.6472
6.18,46.0,1.0,33.9068
5.86,22.8,0.0,1.6164
6.01,25.19,2.0,6.0109
5.0,50.32,2.0,33.9066
7.4,52.71,1.0,28.47
4.8,29.1,0.0,5.548500000000001
6.99,29.47,2.0,6.680999999999999
8.29,26.3,2.0,19.1007
4.35,53.99,2.0,38.316
6.55,33.34,1.0,9.6
8.14,32.64,2.0,7.7181
4.41,66.65,0.0,45.7015
10.0,41.27,2.0,34.26
8.14,46.01,1.0,45.117
5.08,29.17,2.0,2.7512
8.63,62.13,1.0,33.711999999999996
7.71,44.66,1.0,27.88
6.24,70.26,1.0,75.47449999999999
4.95,40.03,1.0,18.426000000000002
4.54,23.03,1.0,3.2796
5.96,36.82,1.0,20.2104
6.76,44.93,2.0,31.105100000000004
10.0,50.73,2.0,39.24
6.73,16.68,1.0,3.0582
10.0,16.56,1.0,2.6513999999999998
6.81,68.82,1.0,68.618
6.73,29.8,1.0,6.7584
7.73,31.11,1.0,14.428799999999999
7.23,59.03,1.0,41.6808
8.97,22.36,1.0,2.2695
8.64,35.71,0.0,8.799199999999999
8.05,64.02,1.0,77.07629999999999
5.37,36.55,2.0,28.6275
4.37,18.47,2.0,2.2477
6.73,17.83,1.0,5.5737
5.55,59.29,1.0,46.6716
7.04,47.38,2.0,42.7616
7.27,45.22,1.0,28.8524
4.73,38.36,2.0,10.86
5.67,22.86,2.0,3.7659999999999996
2.86,35.39,1.0,2.1855
2.55,46.44,2.0,31.0944
7.88,25.16,1.0,11.5169
5.09,44.87,1.0,11.9232
10.0,34.15,1.0,16.9404
4.65,41.89,0.0,3.806
6.65,46.33,2.0,26.0848
7.39,51.15,1.0,33.0676
9.36,42.49,1.0,24.394500000000004
6.54,48.79,1.0,15.415
5.09,58.73,0.0,25.805
9.18,32.91,2.0,12.148399999999999
5.73,37.11,2.0,10.3118
9.75,49.47,1.0,45.251999999999995
7.24,40.48,2.0,29.1688
6.8,40.11,0.0,9.7911
10.0,49.48,0.0,39.389
6.96,70.51,0.0,56.104800000000004
6.67,58.45,0.0,35.6053
6.54,68.08,1.0,70.61
8.88,24.07,1.0,2.182
9.58,23.55,2.0,6.7176
7.5,38.69,2.0,18.6846
8.3,31.41,1.0,6.1149000000000004
5.79,36.02,1.0,5.0760000000000005
6.99,32.67,2.0,7.8228
7.49,31.99,1.0,19.5552
5.69,38.22,1.0,26.163200000000003
8.02,66.15,1.0,72.03659999999999
8.83,28.21,0.0,7.007999999999999
9.16,40.65,0.0,29.7908
6.12,35.51,2.0,9.9674
9.12,69.21,0.0,57.15520000000001
7.01,50.2,1.0,26.5856
7.01,35.69,1.0,19.596600000000002
5.07,45.82,1.0,24.9354
5.75,34.59,1.0,5.157
5.71,16.54,1.0,2.1636
6.39,28.12,0.0,6.606599999999999
7.63,17.48,2.0,1.4460000000000002
8.15,33.35,1.0,1.581
2.83,41.04,2.0,5.280799999999999
6.89,71.36,0.0,51.832
8.42,33.1,1.0,19.2712
6.6,19.46,2.0,2.5652999999999997
6.58,44.16,1.0,32.8458
8.53,39.4,1.0,21.801400000000005
6.59,45.43,1.0,36.727799999999995
3.46,55.78,0.0,17.2592
4.26,49.66,1.0,46.154
7.84,25.48,1.0,9.1501
6.79,44.92,0.0,18.084
6.45,22.91,0.0,1.1921
6.32,59.86,1.0,49.858000000000004
2.99,30.09,1.0,2.0077000000000003
4.77,41.48,2.0,28.147000000000002
6.72,30.72,1.0,5.2104
3.88,40.68,1.0,10.8145
5.58,25.92,1.0,6.182799999999999
7.97,51.72,1.0,44.2063
6.42,58.63,0.0,39.5744
6.83,33.79,1.0,11.2445
5.06,38.28,1.0,18.3092
5.96,40.67,1.0,2.4339
3.95,79.29,0.0,62.8712
7.34,22.48,2.0,9.0363
2.42,39.1,1.0,8.3606
9.1,32.82,1.0,28.215
10.0,51.85,2.0,82.4789
10.0,36.45,1.0,29.3688
10.0,54.55,1.0,76.1192
9.91,70.16,0.0,70.8852
4.31,46.99,1.0,37.184
5.67,39.98,1.0,18.3176
7.17,47.01,1.0,45.1608
6.16,45.88,2.0,42.786
6.16,18.79,2.0,1.5924
